path	git_blob_oid	class	current_authority_proof	packaged_proof	runtime_proof	state_authority_proof	qa_future_route_proof	disposition	destination
collab-electron/packages/components/src/Editor/ImageBlock.tsx	e4e1dfee8c7312b7d9da8e1860ab45de58289a7c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Editor/WikiLink.css	77b3097a6aa8fdc6a20db03f78e3e7eab24b0663	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Editor/WikiLink.tsx	95b4203710e22333faac3134debd1f7c03b12de7	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Editor/WikiLinkAutocomplete.tsx	e938e381e43fe51b43d50e949d88fd24ae1df2d7	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Editor/index.ts	59d47da040ccd817117edbdad20ea04104c59d1d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/ExcerptDisplay/ExcerptDisplay.tsx	190cc805c1753c0458268cf90f3396d73baabe88	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/ExcerptDisplay/index.ts	0f5dd83be5b9324898fd8dbd94d9e5833de46a11	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/FolderTableView/FolderTableView.css	99422af14393ff0abc7460f6a73a289262fa055c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/FolderTableView/FolderTableView.tsx	3a353a2a9e89a748f00bb8f6a62f6e0e9077bcdf	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/FolderTableView/index.ts	679f6346b3257bd092688a7157c7f5e00b0e06e5	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/ImageView/ImageView.tsx	93b2798888fb2a1ef2f612874aef0cd677c7610c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/ItemDetailView/ItemDetailView.tsx	38feaeca8bc93185ebadbded3a1233d8b18c6dc2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/ItemDetailView/index.ts	a27eb28f5ed1bec564f7be7ddb674f368c54c07b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Markdown/Markdown.tsx	46f9822296282b51e750e96b9cf75c8a3e4d5275	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Markdown/MarkdownContent.css	12b7cec74e24126ec53d646981f55bb2fe81979c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Markdown/index.ts	642b3cdeeec137e67f3cec0c008ee53d5bf06255	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/SourceList/SourceList.tsx	b56f7cd666a6d546c7c43ac8541a4478415fd84a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/SourceList/index.ts	b824fc0e2a3b82d0bf2b6d014ab4c7de131d052d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Terminal/TerminalTab.css	ed8627c7dc200bef91d118f8ba0955f38c7363f9	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Terminal/TerminalTab.tsx	3ad143b384ee5fae6b06fea749cd6d68ab415289	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Terminal/index.ts	14d51842451faa75bd167f4c2cf50d81f901f0cb	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/Terminal/theme.ts	415246bc261cac7b4aef8518bd6b585940965bbb	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/Helpers.test.ts	dda30bd8004a80135325cad0b2a3c292583fd8f6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/Helpers.ts	343e8cb85b858b6ee436058d6deb3c407245399a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/SearchSortControls.tsx	044a3fa8dc351d47cc061c3f05fbdcfbda0e9a36	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/TreeView.css	235b34326962274af9c012c9737b77b37bf2a814	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/TreeView.tsx	9c361096e1fcb17dd57af1e1e3f00d5c2548ebcd	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/WorkspaceTree.tsx	67c5d9e6deea77e45b0dee8240cf83dff487c4f6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/fileIcons.tsx	c83b23a4133fad3a6d094749b167f6a459e4ffa2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/index.ts	6b1b29cc3bf1f0daeaee8fe5785e49f4ed98ce23	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/types.ts	df4332b2e484be869ecb081536ba1ebcce503987	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useDragDrop.ts	1ae8dab2f20bbe9cc7cac087172841b402f30e97	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useFileTree.test.ts	8bc4b9dddbceca1484bc52dc6281d0de2496ed1f	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useFileTree.ts	e60d29ff4026946ab99169439e6ac39b15837460	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useImageThumbnail.ts	811938fbfcc4ae397cd29c33f686e1c49879a32e	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useInlineRename.ts	0d474597aebe43c85e732c6ed7642e1fc5832317	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useMultiSelect.ts	483bd7859647c385becc3e467771583df512aff2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/TreeView/useWorkspaceFileTree.ts	4fb52c6ada764c17d01f04572a5c8465b8b0063d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/ForceDirectedGraph.tsx	a801d50653af26c7fbd4b4c79114fb4e04fbfc4a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/ReplayTimeline.css	b191fb5fe5a89e1b0431728082749528c8af1d39	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/ReplayTimeline.tsx	cb389e0c8975edb53fd3599029080278274c0bc1	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/WorkspaceGraph.css	b75e2e54a9438d5ffc24dd8ebc9fdad8ef902a92	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/WorkspaceGraph.tsx	e007cf0e42d35af702442bead686056d93cdedd6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/forceGraph.ts	6d0451e40dcd311c5d00ba157e3a41e5e37b47bd	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/hueMap.test.ts	dfc5f13172182849d020641eff5bf4dbf1f6d9ab	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/hueMap.ts	f197c1d0c9659c37522cfc64aca20f00aafe10b8	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/index.ts	84cb65cc7c2856c46340e75bf9f95c1ba7d9092a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/types.ts	703ab33022ebdafba25ce3c617f0bab34f73dfa8	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/WorkspaceGraph/useReplayEngine.ts	0ef60618d3e3a7ae6b62bc6bebd5b3594422bdaa	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/components/src/vite-env.d.ts	4312087e9ca621b5b96225396c413965548cd21b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/package.json	4b5f73c7a239d2a6cb81b9bd7f0addafacecf723	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/collab-file-url.test.ts	54010208e118d78ece16b905863b0068009fa804	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/collab-file-url.ts	fc04f84c81e58148a322dbf8ffeb787f1633990b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/dark-mode.ts	8b1cff2100eee6ad08469b15dbf7367072052237	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/extract-cover-image.test.ts	e882829e313e3fc9dcbb2e3beb9576f690e76211	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/extract-cover-image.ts	bd241f66309145202df74596b8fbfb7595817af0	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/filepath.ts	007140631b97b78b17527c970f6e65d27b354214	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/image.test.ts	529d58616311fc8b14862e05abcc226308384679	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/image.ts	848a41a3d7ece827165430c94fdf6be590f50d08	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/path-utils.test.ts	81fedac4969e1a5aae2ca2f801cf3803b47195e0	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/path-utils.ts	f9d0a959ea7d6894eba4d398781462ff65f03c7b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/pdf.test.ts	81744bcb7324b22ff58caf89618cdbe9a3fd476a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/pdf.ts	6b1c4524d17c12764815a1a743737ffaf8673245	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/replay-types.ts	d4dec1501883ed3a641a447ee669b188eaa2f9d3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/styles/Theme.css	2c31570abe228d3e8963b5064ef53bbb49cfac69	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/types.ts	f1460d325fb18a2134e55b1a5794b0a2a1aab6c9	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/viewer-item.test.ts	ef8016392d9e9e7fe3dc98482e9ecc763e5066fb	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/viewer-item.ts	2644ab7c91e2e25dc897e9585deb0d988bb85530	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/shared/src/window-api.d.ts	31ba811d852fa8ca1bd602241c9cd25d18ff16eb	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/theme/package.json	deaaed00e1f3c5acacf1a8a34b3e95c4f85ebab2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/packages/theme/src/styles.css	a8e5736c7c3ac63ea5e1ce923cc71a5ebb490328	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
