path	original_sha256	location	disposition	preservation_rule
docs/orders/evidence/golden-baseline/g1/logs/01-preflight.log	F53942092F5E878B1DD6E92F1CC6C294BC56B49E29D3D974990D0E15EC9C8777	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/02-consumer-search.log	2E0479F6E332362D69AB6D390C7513509AC8DCC5E4B717607EE2117AAACDCF66	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/03-atlas-before-check.log	357056796A94E76A438A1F9EC950B1895FB59E2B08E329A327130D28D250AA35	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/04-atlas-before-ratchet.log	B64583056B8D35509F23D31BA0DF5E226A2C168E9ABCB71DBB65FD57B03090A8	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/05-dock-inventory-before.log	5AF3A49DF5AC64AF2EB78EAAD25272E6EEF7AA96697FF2746F3E29796A5CCC4A	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/06-runtime-staging-test.log	B541BD1D256D10EA07E98C9A54A7B35A1DA0433B4BD455D3BD4368D3255AF175	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/07-dock-inventory-after.log	903851875923568A8EAB8D40DA0492FFB14AF555F818D9E56F255B95C5AEC0AA	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/08-repo-shape.log	2975992CA066446A9E86C35FA25AD9A569740E759C814AB912C40B9C2F7D788D	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/09-lockfile-committed.log	44B65374C76B566E8CCEB46D4DA6AB3C7A0788CF8E56302655482D158DFF9740	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/10-kernel-sole-writer.log	9A1C54B01BAFC10BF9CF3560BA34E2BCAA9548D4F7AD6476F29DAAE066545F50	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/11-no-canvas-domain-writes.log	DADC829A73F4B61CBCBD8B81570FE33FDD95DB903D376568F4452DE60275F775	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/12-kernel-sole-writer-app.log	97C2F02C671ABDA4EC8D6B3D11C85294CEDBFA65FDFA627D267EF4A0DA168543	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/13-doc-action-surface.log	76B9E644861241A72306C01E95EA7E84AAA0463BB3CD6FB50CF91F35A1D26427	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/14-one-skin.log	B918CCF5AD026385EFA1C2EF7115B0931A47529FB62E53B5E4FC7E2F94D49C0D	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/15-doc-links.log	F6478C64DC211E0B025245332F8EC19AB1AD6ADE9269B0AF8CEB883A5BBDA551	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/16-rung-ladder.log	A1D3EE713C9057F8813C4FA91496C25D26F37537D21DD949946E0D27A3F31336	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/17-atlas-after-check.log	12C38066F3E3AF84B8A4D3D129EA280D0E81922DDE9B04C14DB637FE3650CD72	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/18-atlas-after-ratchet.log	98B4F4C2F1C5E015FD486934DC9A2B3FD1D9629EF43F62D25A826094A497A77D	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/19-diff-check.log	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/20-staged-diff-check.log	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/21-direct-absence.log	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/22-allowed-diff.log	38CBFAE904DD349538D2427B1462A06435084805E6A217C1CE8F47DD1F3DE566	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/23-commit-show.log	7D92D64168839F3ABA9BD2FEF45EF2C9100A2767B7655BDE7056599634DC5994	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/24-final-status.log	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g1/logs/25-process-zero.log	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/BUILDER-STARTING-MANIFEST.md	3863868F1726D0511E57C9E8DE64D13B473C756CAAE5C28FD3F713DBC874E15A	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/FINAL-BUILDER-CHECKS-20260829.md	5D90A655E57D18DC17A1456F36C2C0D3454F19BCEDEC62A5292204B0942DA2DD	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/RECEIPT-HASH-CLARIFICATION-20260829.md	DF2BD66E9FABC04352397E6855DBC878DD1C29893E3BD24D310AE09F37A7F967	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/VERIFIER-ACCEPTANCE-20260829.md	6994EB38B3E4A0CA7D53D14EBAAFC890977DFBC34D87C003C7681CE8A8F10347	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-deterministic-scroll-final-20260829.txt	C4C947C663902F20A11DBA0E3B20D0BCE438B84144B5535C45E3E9C5C8699C46	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-deterministic-scroll-noop-final-20260829.txt	9A8C9A629F5444F2EDA47D30FC20670E4EA930FAB115932B4655D125C1925B52	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f02-sequencing-final-20260829.txt	D0A9F37B0BF5DEDD9A254F999FC661CBE689D1B3D33E7B7ACF64AB22B6B297AE	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f03-bookkeeping-final-20260829.txt	DBE3E63115E826A70F0EECD40224879E774E6657B51163685A31F3772E59555D	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f04-live-membership-final-20260829.txt	02781FE33E08A774F4CD58B5B703AAAC5A795E5AB5A64D51976463CF915E0318	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f04-live-membership-rerun-20260829.txt	5BB3CAB1AC521EE76F7B5A067EDB23C7A2BD9DA0A4D63125774618434B290729	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f12a-raw-focused-20260829.txt	D3897778F622E4DC48B86FB2D7CCB0B363E3BD8D2B11C98FA613C4C7B8EB74B9	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f12a-raw-focused-native-20260829.txt	E7A82EFF4C4BB7C87CC235F58F8B149FF769F2BCE01DBD0702E28CE398EA9192	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-f12a-raw-focused-reuse-20260829.txt	76DBF915616023563C3908D3431D8EAA30259A6924B7E6A294408E2D5AF975D6	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-fast-preflight-raw-f12a-20260829.jsonl	2209E789E687F9A81B7AEA04D23BD4240A3DEABDAF8565F76A269B1CFF74E685	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-fast-preflight-raw-f12a-native-20260829.jsonl	8EB511E55A58210BAB37F545F9CA350A939FF9DB40760D3F5CE72A18237DA5A1	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-focus-final-20260829.txt	BD2E9A1500111D0495D52B25E1DFA569336BBB535C000B741241A07B13227FEA	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-focus-settle-final-20260829.txt	3CF63B643F45E2471EBB27A2C236292D1B0D09CDD79A1A177DF9D7772F0F55BE	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-identity-sequence-final-20260829.txt	E5ECDE09AB5F99063B06775E876D5C4AB5257C0A93429221478E21A8957057F0	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-native-sign-final-20260829.txt	7A1625EE95368E8118E134A07214D5544C4CD488ED74D65C8DA117D059E2091B	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-native-wheel-origin-diagnostic-20260829.txt	FFA3AAEB79A5F8C3C544F05A05DF145389F2D7002D1479FE9032641DC0004836	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-native-wheel-payload-diagnostic-20260829-v2.txt	7102CEDFD7A5857578AD7FBF1F1AEB48F61492C97AF75C437D8B0CCEEECB2C3B	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-native-wheel-payload-diagnostic-20260829.txt	D64D57A7AD4DD8B719D58AA07D504234DE73747421B03DF1AC1A2DA621269499	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g10/golden-g10-no-canvas-domain-writes-clean-20260829.txt	DADC829A73F4B61CBCBD8B81570FE33FDD95DB903D376568F4452DE60275F775	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/AFTER.md	785FDC90AA81DA45E4B9BADE323A71F5C766D0FAFC3E38F44CD80C962D47BDC1	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/ATLAS-RETIRED-DECISIONS.md	9ED2D4C7C96B795FC9B8CC6DE9733938C3077EE3E20531543E2E7D162F89493F	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/BEFORE.md	840211C73E32EC06466A9725F5E291B9CEAEDC782FC6D8566F1FE5949A0A103A	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/BUILD-ROUND-1-STOP.md	67DB7EED035C9D0176F0D23CB33CC0D7B9B0ADA1ED425A79900381DF83B60B88	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/COMMANDS.tsv	4F973575B9ED8210B0760BEFAC776E9B0217CB7793C1AC3CCA4CACF89A9B1FBD	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/FALSIFIER-32-33-REPAIR.md	97E18700BDED7F50EFB6CEB1C8FAB1EAD27CC01521CAA00060DA6C90DF169727	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/G8-G9-DEPENDENCY-ADJUDICATION.md	19ED2FA45F2D7B973E7EF636CACDDEAA18B8DA72515836EC3D1F9EDD54250AE3	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/GROUP-ACCEPTANCE.md	02230D13AC167DFBCCB6873CC43910B3B41082A7B50C4F945212CDF034365CE2	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/INTEGRATION-READER-ACCEPTANCE.md	B0CA31266440413D54FFED2F1C8B0788CABEE93AB1E654BE5A43D10FFF8153DD	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/OBSERVE-DOOR-READER-ADJUDICATION.md	884E69DDBEB30A5CD173C9714E0C8178615448B3076095EE8B3B0919B6C19B4C	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/PREEXISTING-RED-03.md	5B51C9D5315FE18643650F19B02B6B83BB5089C1C52B9FA3BC79BC8BC5A31F7F	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/PREEXISTING-RED-06.md	BB1163C1C1CB1CF10731A5B532B04C5B8B8742344FA76D5BFD4FCB4D756B91D2	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/PREREQUISITE-RESTORATION-CHECK.md	41FE6DEE3160D9CCDDF9F7D132BD2272A24DCE9298DD37B4628781EE1DBB59E1	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/REACH-AFTER-SUPERSEDED.md	1984A2185EDBD4E032348844412A3F6AE72409168A6A410C4662DFF8919B701C	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/READER-ACCEPTANCE.md	658B06DD64FBDA5390DA722AA5FBA4E9CE586CB8A7B7DCB263215BAA3001CF15	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/READER-ROUND-1.md	BBD933AACFDE520E0DBC14D22E87094B2191FA371FFBD5E90D7C5F14A936315B	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/RECOVERY-LOSS-RECEIPT.md	CAE3CCA69E13B7D250CA347B57BF7AE60F00F94B9E98BD717516345456ADCB72	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/REPORT-AUTHORITY-BLOCKER-READER.md	4C577B188F027A737256CD961FA98CB43180BC856F4C58E1AE1F2BF0D10E7867	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/REWORK-1-READER-ACCEPTANCE.md	BFA6214834EDE4F9FB21E697558E2E87DD7FD515722FB1913A6F5E8E5E622067	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/REWRITE-2-READER-ACCEPTANCE.md	CD235AC075BE88DDA01357EB9C12134268F3F840294F7DDF181DA5286BF006DA	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/ROUTER-STAGING-CORRECTION.md	548140F26F434B12CA7082525FA92A2A8EA06E5CC1D5E8167F9176BA1D955E94	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/SHA-MANIFEST.tsv	07A69D673CCBD04E1C77B598CBB60A550AF06068DD4BEE5643C278D6E4F6E13F	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/VAULT-ARCHIVE-RECEIPT.md	D4FF5DD06A15CFA65DB13C26D45F208909C00A23B99C9CB4B5C1785EDEBCD701	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/VERIFIER-ACCEPTANCE.md	8CE96894452A29AA27FAE05493DE84801DC3F339B2F723AFAD14ED02BF75232E	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/00-atlas-generate.txt	07C4A384D2DCBA9509F2EEF7312F0644EB25E8C4FB95596278A5A6F6212DC7D2	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/01-shared-paths-test.txt	FD78333EC31F27E1DB10C78B9C58094029338576E700443C81746BD0E8E3C599	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-cleanup-receipt.txt	597B6A0F1D7608A274869C09117B571F84DD790D256870BC02763E0F113CFA67	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-mechanical.txt	898DE01B676AF360A2F95E8AD7342D30A66DE1BEB4A60DDAF4D7FE5721AC39A9	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-mission-tile.txt	41A7576FACB3301BF93D1AF294344B9F128C231AF6243AF6A75B36CB90C1B660	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-rewrite-2.txt	4632D76EBE5E1A32724B683D93B8AD8F11CC3B8F576E4E51304A9E1292DC67C7	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-session-link-receipt.txt	F9664C1FC30F1951E7B958C560629E0DB8CA674EA7AAE1E2CACDA69CFEED86F0	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door-session-rows.txt	F4E691D6DEE707037357085C2121E187DACA2C99166232C798456C25D666E2DA	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/02-research-director-front-door.txt	7E6970105EAC94B0E87CEC5019831739F4A6139D9B2EBC5164FE2A4BE5DD882A	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-01-shared-paths.txt	B1CF8687CBF47156F3F9B537E9A9BEA33EA4CCDD44580F3E390AC4F1112DA0AD	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-02-research-director.txt	1D87A2A95FB78E64524FC6CE6A71C68A1B6F15A6E43DD0C3913BCE6070A101FB	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-03-kernel-market-lineage.txt	BE41A87AC941705D4380D5D4F70A8D104EECD60B3A81B71F5937C80348C50BFD	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-04-governed-review.txt	5591E1B2ACF956DA7F9CA7F1AF5903556379C4957F5DC30DD66C23BA10A946FE	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-05-research-world-visible.txt	ADA1F4AA89ECA9CAB9FC78A4DF260E823BB17792E19422CD222C7C01326CD9F4	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-06-artifact-root-a2a-merge-red.txt	D8ED9E0CCE7BF8E1BA90061FC47703FFA5676DD09F2351C1269892DA67EFC42E	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
docs/orders/evidence/golden-baseline/g2/logs/21-matrix-06-artifact-root-helper.txt	553F43834222DD82191BF2BA0543E175699B50CB938EA7F3AAD1A242A766BC8D	G1_G10	RETAIN_IMMUTABLE	BYTE_EXACT_AT_STARTING_TREE
